UF;Ente Federado;C�digo IBGE_x;Creche Integral P�blica Urbano;Creche Integral P�blica Campo;Creche Integral P�blica Ind�gena;Creche Integral P�blica Quilombola;Creche Integral Conveniada Urbano;Creche Integral Conveniada Campo;Creche Integral Conveniada Ind�gena;Creche Integral Conveniada Quilombola;Creche Parcial P�blica Urbano;Creche Parcial P�blica Campo;Creche Parcial P�blica Ind�gena;Creche Parcial P�blica Quilombola;Creche Parcial Conveniada Urbano;Creche Parcial Conveniada Campo;Creche Parcial Conveniada Ind�gena;Creche Parcial Conveniada Quilombola;Pr�-Escola Integral P�blica Urbano;Pr�-Escola Integral P�blica Campo;Pr�-Escola Integral P�blica Ind�gena;Pr�-Escola Integral P�blica Quilombola;Pr�-Escola Integral Conveniada Urbano;Pr�-Escola Integral Conveniada Campo;Pr�-Escola Integral Conveniada Ind�gena;Pr�-Escola Integral Conveniada Quilombola;Pr�-Escola Parcial P�blica Urbano;Pr�-Escola Parcial P�blica Campo;Pr�-Escola Parcial P�blica Ind�gena;Pr�-Escola Parcial P�blica Quilombola;Pr�-Escola Parcial Conveniada Urbano;Pr�-Escola Parcial Conveniada Campo;Pr�-Escola Parcial Conveniada Ind�gena;Pr�-Escola Parcial Conveniada Quilombola;Ensino Fundamental Integral Urbano;Ensino Fundamental Integral Campo;Ensino Fundamental Integral Ind�gena;Ensino Fundamental Integral Quilombola;Anos Iniciais Fundamental Urbano;Anos Iniciais Fundamental Campo;Anos Iniciais Fundamental Ind�gena;Anos Iniciais Fundamental Quilombola;Anos Finais Fundamental Urbano;Anos Finais Fundamental Campo;Anos Finais Fundamental Ind�gena;Anos Finais Fundamental Quilombola;Ensino M�dio Integral Urbano;Ensino M�dio Integral Campo;Ensino M�dio Integral Ind�gena;Ensino M�dio Integral Quilombola;Ensino M�dio Parcial Urbano;Ensino M�dio Parcial Campo;Ensino M�dio Parcial Ind�gena;Ensino M�dio Parcial Quilombola;EJA Urbano;EJA Campo;EJA Ind�gena;EJA Quilombola;Educa��o Especial - Creche Urbano;Educa��o Especial - Creche Campo;Educa��o Especial - Creche Ind�gena;Educa��o Especial - Creche Quilombola;Educa��o Especial - Pr�-Escola Urbano;Educa��o Especial - Pr�-Escola Campo;Educa��o Especial - Pr�-Escola Ind�gena;Educa��o Especial - Pr�-Escola Quilombola;Educa��o Especial - Demais segmentos Urbano;Educa��o Especial - Demais segmentos Campo;Educa��o Especial - Demais segmentos Ind�gena;Educa��o Especial - Demais segmentos Quilombola;Atendimento Educacional Especializado;Educa��o Profissional e T�cnica;Matr�culas Totais;C�digo IBGE_y;Receita da contribui��o de estados e munic�pios ao Fundeb;Complementa��o VAAF;Complementa��o VAAT;Complementa��o VAAR;Complementa��o da Uni�o Total;Total das receitas previstas;Educa��o Infantil;Anos Iniciais do Ensino Fundamental;Anos Finais do Ensino Fundamental;Ensino M�dio Integral;Ensino M�dio Parcial;EJA;Educa��o Especial;Educa��o Profissional/T�cnica
GO;MAIRIPOTABA;5212600;23;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;251;5212600;1843120,37;0;0;0;0;1843120,37;113;134;0;0;0;0;5;0
GO;MAMBAI;5212709;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;32;0;0;0;0;0;0;0;0;0;0;576;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;17;1;0;0;12;0;1011;5212709;7281557,78;0;0;623767,96;623767,96;7905325,74;316;665;0;0;0;0;34;0
GO;MARA ROSA;5212808;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;6;0;0;0;0;0;0;0;0;0;0;605;40;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;28;3;0;0;0;0;1198;5212808;9098009,86;0;0;321840,13;321840,13;9419849,99;488;645;34;0;0;0;45;0
GO;MARZAGAO;5212907;22;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;340;5212907;2462215,11;0;0;105475,45;105475,45;2567690,56;133;203;0;0;0;0;5;0
GO;MATRINCHA;5212956;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;289;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;4;0;0;0;6;0;0;0;5;0;0;0;0;0;516;5212956;3647029,11;0;0;160074,51;160074,51;3807103,62;145;289;53;0;0;24;15;0
GO;MAURILANDIA;5213004;50;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;42;0;0;0;93;0;0;0;144;0;1252;5213004;9661614,24;0;185934,43;416571,63;602506,06;10264120,3;422;593;0;0;0;0;293;0
GO;MIMOSO DE GOIAS;5213053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;20;0;5;0;0;0;0;0;0;0;0;114;34;0;9;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;2;0;0;0;5;3;0;1;0;0;257;5213053;1904126,05;0;0;166824,02;166824,02;2070950,07;74;157;0;0;0;17;11;0
GO;MINACU;5213087;418;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575;38;0;26;0;0;0;0;313;22;0;1;819;112;0;199;182;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;36;1;0;1;149;11;0;12;165;0;3300;5213087;27404768,09;0;0;1034246,22;1034246,22;28439014,31;1250;1130;247;0;0;0;382;0
GO;MINEIROS;5213103;1196;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;1801;38;0;0;0;0;0;0;0;0;0;0;4964;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;67;0;0;0;246;1;0;0;167;0;8772;5213103;65499493,59;0;0;0;0;65499493,59;3206;5072;0;0;0;80;481;0
GO;MOIPORA;5213400;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;4;0;0;0;0;0;0;0;0;0;0;85;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4;0;0;0;0;0;144;5213400;1026540,53;0;0;0;0;1026540,53;45;95;0;0;0;0;6;0
GO;MONTE ALEGRE DE GOIAS;5213509;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;16;0;0;0;0;0;0;0;0;0;0;372;73;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;6;1;0;0;5;0;752;5213509;5687757,87;0;0;207762,52;207762,52;5895520,39;224;516;0;0;0;0;19;0
GO;MONTES CLAROS DE GOIAS;5213707;122;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;38;0;0;0;0;0;0;0;0;0;0;342;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;12;7;0;0;0;0;799;5213707;6100512,26;0;0;492553,69;492553,69;6593065,95;315;465;0;0;0;0;26;0
GO;MONTIVIDIU;5213756;197;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;10;0;0;0;0;0;0;0;0;0;0;739;39;0;0;563;22;0;0;0;0;0;0;0;0;0;0;24;0;0;0;2;0;0;0;17;0;0;0;66;3;0;0;76;0;2037;5213756;15220505,98;0;0;644710,35;644710,35;15865216,33;505;778;585;0;0;24;164;0
GO;MONTIVIDIU DO NORTE;5213772;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;144;104;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;10;0;0;15;0;449;5213772;3687411,49;0;0;150408,53;150408,53;3837820,02;129;248;38;0;0;0;35;0
GO;MORRINHOS;5213806;676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591;0;0;0;0;0;0;0;101;19;0;0;0;0;0;0;1110;0;0;0;1231;50;0;0;749;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;3;0;0;0;150;1;0;0;71;0;4779;5213806;40601072,92;0;0;0;0;40601072,92;1390;1281;749;0;0;27;225;0
GO;MORRO AGUDO DE GOIAS;5213855;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;5;0;320;5213855;2591883,82;0;0;99271,01;99271,01;2691154,83;121;147;40;0;0;0;12;0
GO;MOSSAMEDES;5213905;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;117;0;0;0;95;36;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;8;0;0;61;0;591;5213905;5279765,46;0;0;183341,15;183341,15;5463106,61;201;131;45;0;0;0;97;0
GO;MOZARLANDIA;5214002;87;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427;0;0;0;0;0;0;0;0;0;0;0;1035;0;0;0;474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;14;0;0;0;49;0;0;0;0;0;2154;5214002;15547262,13;0;14147,65;635632,55;649780,2;16197042,33;596;1035;474;0;0;0;66;0
GO;MUNDO NOVO;5214051;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;90;26;0;0;0;0;0;0;0;0;0;0;302;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;32;2;0;0;32;0;678;5214051;5270303,52;0;0;0;0;5270303,52;217;395;0;0;0;0;68;0
GO;MUTUNOPOLIS;5214101;20;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;389;5214101;2806524,69;0;0;120676,32;120676,32;2927201,01;136;247;0;0;0;0;8;0
GO;NAZARIO;5214408;107;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;144;0;0;0;0;0;0;0;0;0;0;0;495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;26;0;0;0;71;0;0;0;79;0;1048;5214408;8205431,1;0;0;325112,56;325112,56;8530543,66;403;495;0;0;0;0;180;0
GO;NEROPOLIS;5214507;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;735;0;0;0;0;0;0;0;0;0;0;0;1981;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;21;0;0;0;88;0;0;0;0;0;3371;5214507;24341485,31;0;0;2008953,92;2008953,92;26350439,23;1011;1981;248;0;0;43;109;0
GO;NIQUELANDIA;5214606;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591;104;0;8;0;0;0;0;160;0;0;0;1325;276;0;30;207;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;15;0;0;1;75;10;0;1;53;0;3214;5214606;24662839,64;0;0;1939344,29;1939344,29;26602183,93;1019;1631;207;0;0;58;155;0
GO;NOVA AMERICA;5214705;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;281;5214705;2218287,61;0;0;87172,36;87172,36;2305459,97;127;142;0;0;0;0;12;0
GO;NOVA AURORA;5214804;33;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;190;5214804;1424918,92;0;0;46019,79;46019,79;1470938,71;78;110;0;0;0;0;4;0
GO;NOVA CRIXAS;5214838;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;233;35;0;0;0;0;0;0;35;0;0;0;658;89;0;0;156;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;47;5;0;0;0;0;1399;5214838;10435175,62;0;0;387321,92;387321,92;10822497,54;354;747;211;0;0;0;70;0
GO;NOVA GLORIA;5214861;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;63;0;0;0;0;0;0;0;0;0;0;207;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;14;9;0;0;0;0;628;5214861;4939779,41;0;0;386041,8;386041,8;5325821,21;248;357;0;0;0;0;28;0
GO;NOVA IGUACU DE GOIAS;5214879;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;4;0;0;0;0;0;339;5214879;2449888,37;0;0;0;0;2449888,37;141;194;0;0;0;0;9;0
GO;NOVA ROMA;5214903;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;127;62;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;317;5214903;2348141,85;0;0;0;0;2348141,85;97;189;27;0;0;0;4;0
GO;NOVA VENEZA;5215009;183;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;29;0;0;0;0;0;1033;5215009;7887149,15;0;840539,57;0;840539,57;8727688,72;438;566;0;0;0;0;36;0
GO;NOVO BRASIL;5215207;25;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;307;5215207;2236676,14;0;0;0;0;2236676,14;122;180;0;0;0;0;6;0
GO;NOVO GAMA;5215231;129;0;0;0;0;0;0;0;505;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;2095;5;0;0;0;0;0;0;179;0;0;0;5543;25;0;0;1516;0;0;0;0;0;0;0;0;0;0;0;247;0;0;0;6;0;0;0;67;0;0;0;224;1;0;0;249;0;10833;5215231;78533625,22;0;9671599,36;0;9671599,36;88205224,58;2849;5568;1516;0;0;247;547;0
GO;NOVO PLANALTO;5215256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;11;0;0;0;0;0;0;0;0;0;0;242;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;23;1;0;0;21;0;423;5215256;3093162,45;0;0;271664,11;271664,11;3364826,56;107;271;0;0;0;0;49;0
GO;ORIZONA;5215306;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;91;0;0;0;0;0;0;67;0;0;0;509;281;0;0;212;210;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;5;0;0;0;21;7;0;0;24;0;1786;5215306;13796641,34;0;0;0;0;13796641,34;442;790;422;0;0;13;57;0
GO;OURO VERDE DE GOIAS;5215405;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;30;0;0;0;266;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;5;0;0;0;9;0;0;0;18;0;552;5215405;4061753,82;0;0;326475,6;326475,6;4388229,42;169;266;60;0;0;0;36;0
GO;OUVIDOR;5215504;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;0;0;0;0;0;0;0;0;0;0;0;435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;23;0;0;0;0;0;838;5215504;6287594,84;0;0;0;0;6287594,84;380;435;0;0;0;0;35;0
GO;PADRE BERNARDO;5215603;110;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;423;0;0;0;0;0;0;0;0;0;0;847;1169;0;0;478;586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;14;0;0;124;134;0;0;85;0;4452;5215603;35482714,01;0;0;0;0;35482714,01;1029;2016;1064;0;0;0;375;0
GO;PALESTINA DE GOIAS;5215652;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;11;0;0;0;9;0;314;5215652;2217512,05;0;0;0;0;2217512,05;93;201;0;0;0;0;21;0
GO;PALMEIRAS DE GOIAS;5215702;179;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;33;0;0;0;0;430;16;0;108;0;0;0;0;0;0;0;0;1359;64;0;362;294;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;0;7;86;4;0;20;1;0;3187;5215702;25333185,72;0;0;0;0;25333185,72;949;1785;342;0;0;0;139;0
GO;PALMELO;5215801;56;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;30;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;219;5215801;1910635,96;0;0;67938,6;67938,6;1978574,56;129;55;0;0;0;0;5;0
GO;PALMINOPOLIS;5215900;45;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;441;5215900;4108856,42;0;0;0;0;4108856,42;186;0;0;0;0;0;8;0
GO;PANAMA;5216007;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;0;0;8;0;0;0;0;0;290;5216007;2087247,72;0;0;0;0;2087247,72;120;162;0;0;0;0;15;0
GO;PARANAIGUARA;5216304;128;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;144;0;0;0;0;0;0;0;0;0;0;0;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;53;0;0;0;47;0;913;5216304;7047085,56;0;0;588896,1;588896,1;7635981,66;349;464;0;0;0;0;108;0
GO;PARAUNA;5216403;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;152;43;0;0;0;0;0;0;0;0;0;0;516;99;0;0;241;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;84;7;0;0;0;0;1396;5216403;10667461,36;0;0;782413,47;782413,47;11449874,83;393;615;297;0;0;0;95;0
GO;PEROLANDIA;5216452;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;11;0;0;0;0;0;451;5216452;3395351,35;0;0;279127,25;279127,25;3674478,6;185;255;0;0;0;0;14;0
GO;PETROLINA DE GOIAS;5216809;59;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;9;0;0;0;6;0;550;5216809;4112919,83;0;0;304127,38;304127,38;4417047,21;239;296;0;0;0;0;20;0
GO;PILAR DE GOIAS;5216908;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;45;0;0;0;0;0;0;0;0;0;22;0;99;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4;0;0;224;5216908;2138997,62;0;0;69248,72;69248,72;2208246,34;77;121;22;0;0;0;6;0
GO;PIRACANJUBA;5217104;294;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;285;81;0;0;0;0;0;0;133;0;0;0;789;214;0;0;241;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;0;0;42;9;0;0;4;0;2298;5217104;18059159,6;0;0;1255460;1255460;19314619,6;761;1003;346;0;0;0;72;0
GO;PIRANHAS;5217203;73;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;0;0;0;0;0;0;0;93;0;0;0;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;48;0;0;0;69;0;918;5217203;7281160,48;0;0;0;0;7281160,48;307;401;0;0;0;0;134;0
GO;PIRENOPOLIS;5217302;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;518;106;0;0;0;0;0;0;0;72;0;0;1321;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;6;0;0;0;15;4;0;0;83;17;0;0;101;0;2733;5217302;20370001,01;0;0;0;0;20370001,01;869;1580;0;0;0;11;226;0
GO;PIRES DO RIO;5217401;342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;522;0;0;0;0;0;0;0;176;0;0;0;1213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;29;0;0;0;91;0;0;0;16;0;2420;5217401;18574538,86;0;0;1326205,06;1326205,06;19900743,92;893;1213;0;0;0;31;136;0
GO;PLANALTINA;5217609;381;0;0;0;86;0;0;0;749;0;0;0;0;0;0;0;40;10;0;0;0;0;0;0;2441;213;0;0;91;0;0;0;4051;675;0;0;4580;230;0;0;1794;189;0;0;0;0;0;0;0;0;0;0;407;0;0;0;43;0;0;0;153;7;0;0;739;52;0;0;784;0;17715;5217609;146687310,4;0;35047493,86;9475461,93;44522955,79;191210266,2;4214;4810;1983;0;0;407;1778;0
GO;PONTALINA;5217708;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;174;15;0;0;0;0;0;0;276;0;0;0;569;45;0;0;320;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;74;8;0;0;0;0;1797;5217708;14428124,91;0;0;1069076,73;1069076,73;15497201,64;470;614;355;0;0;0;87;0
GO;PORANGATU;5218003;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;751;59;0;0;0;0;0;0;0;0;0;0;1858;166;0;0;668;89;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;73;3;0;0;240;6;0;0;251;0;4823;5218003;37236203,08;0;0;1366729,69;1366729,69;38602932,77;1457;2024;757;0;0;88;573;0
GO;PORTEIRAO;5218052;57;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;2;0;0;0;1;0;0;0;13;0;0;0;0;0;562;5218052;4119202,46;0;0;174344,72;174344,72;4293547,18;208;327;0;0;0;14;16;0
GO;PORTELANDIA;5218102;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;19;0;0;0;0;0;425;5218102;3042959,75;0;0;0;0;3042959,75;137;269;0;0;0;0;21;0
GO;POSSE;5218300;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;743;105;0;16;0;0;0;0;137;11;0;0;1725;347;0;28;460;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;6;0;0;155;8;0;0;77;0;4213;5218300;32035424,86;0;0;1224056,15;1224056,15;33259481,01;1152;2100;573;0;0;0;268;0
GO;PROFESSOR JAMIL;5218391;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;6;0;0;0;0;0;262;5218391;2207788,75;0;0;0;0;2207788,75;104;152;0;0;0;0;12;0
GO;QUIRINOPOLIS;5218508;960;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;275;0;0;0;0;0;0;0;744;60;0;0;0;0;0;0;352;0;0;0;2237;141;0;0;402;101;0;0;0;0;0;0;0;0;0;0;51;0;0;0;2;0;0;0;76;0;0;0;207;12;0;0;287;0;5960;5218508;47587359,02;0;0;3620857,83;3620857,83;51208216,85;2170;2378;503;0;0;51;584;0
GO;RIALMA;5218607;202;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;159;0;0;0;0;0;0;0;357;0;0;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;10;0;0;0;40;0;0;0;55;0;1175;5218607;10448111,2;0;255498,54;364510,75;620009,29;11068120,49;525;198;0;0;0;0;112;0
GO;RIANAPOLIS;5218706;25;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;7;0;0;0;0;0;428;5218706;3089769,42;0;0;0;0;3089769,42;163;258;0;0;0;0;11;0
